OrderID,OrderDate,Customer,Barangay,City,Province,Region,Product,Category,Qty,UnitPrice,Amount,PaymentMethod,Status,DeliveredDate,ImportedDates
ORD-20261073,2026-01-30,Teresa Villanueva,San Antonio,Iloilo City,Iloilo,Western Visayas,Palmolive Shampoo Sachet,Personal Care,19,6.0,114.0,COD,Delivered,2026-01-31,30/01/2026
ORD-20261074,2026-01-23,Juan Bautista,San Jose,Angeles City,Pampanga,Central Luzon,CDO Corned Beef,Noodles & Canned Goods,6,33.0,198.0,Maya,Delivered,2026-01-26,23/01/2026
ORD-20261075,2026-06-03,Maria Santos,Poblacion,Tagum,Davao del Norte,Davao Region,CDO Corned Beef,Noodles & Canned Goods,2,33.0,66.0,Cash,Cancelled,,03/06/2026
ORD-20261076,2026-01-01,Luz Reyes,San Jose,Tarlac City,Tarlac,Central Luzon,ILUV Ballpen,School & Office Supplies,19,10.0,190.0,GCash,Pending,,01/01/2026
ORD-20261077,2026-03-30,Antonio Castillo,Rizal,Angeles City,Pampanga,Central Luzon,Safeguard Soap Bar,Personal Care,7,28.0,196.0,Bank Transfer,Delivered,2026-03-31,30/03/2026
ORD-20261078,2026-06-29,Pedro Reyes,Poblacion,Tarlac City,Tarlac,Central Luzon,Sta. Maria Crayons,School & Office Supplies,2,40.0,80.0,Cash,Cancelled,,29/06/2026
ORD-20261079,2026-04-10,Pedro Torres,Bagong Silang,Cebu City,Cebu,Central Visayas,SkyFlakes Crackers,Snacks,6,15.0,90.0,Bank Transfer,Delivered,2026-04-17,10/04/2026
ORD-20261080,2026-06-28,Eduardo Mendoza,Bagong Silang,Batangas City,Batangas,CALABARZON,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,20,14.0,280.0,Cash,Delivered,2026-07-01,28/06/2026
ORD-20261081,2026-05-03,Juan Villanueva,Bagumbayan,Pasig,Metro Manila,NCR,Domex Toilet Cleaner,Household Care,20,55.0,1100.0,Cash,Pending,,03/05/2026
ORD-20261082,2026-05-05,Elena Villanueva,Poblacion,Malolos,Bulacan,Central Luzon,Argentina Corned Beef,Noodles & Canned Goods,6,35.0,210.0,COD,Delivered,2026-05-11,05/05/2026
ORD-20261083,2026-03-03,Manuel Villanueva,Bagumbayan,Tagbilaran,Bohol,Central Visayas,Joy Dishwashing Liquid 250ml,Household Care,8,38.0,304.0,GCash,Delivered,2026-03-08,03/03/2026
ORD-20261084,2026-05-11,Luz Pascual,Santo Nino,Cebu City,Cebu,Central Visayas,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,19,14.0,266.0,COD,Delivered,2026-05-14,11/05/2026
ORD-20261085,2026-02-06,Eduardo Aquino,Bagong Silang,Tarlac City,Tarlac,Central Luzon,Head & Shoulders Sachet,Personal Care,2,7.0,14.0,GCash,Delivered,2026-02-10,06/02/2026
ORD-20261086,2026-05-07,Jose Reyes,Bagumbayan,Quezon City,Metro Manila,NCR,555 Sardines,Noodles & Canned Goods,18,22.0,396.0,COD,Delivered,2026-05-09,07/05/2026
ORD-20261087,2026-06-26,Cristina Ocampo,Rizal,Mandaue,Cebu,Central Visayas,Sta. Maria Crayons,School & Office Supplies,9,40.0,360.0,GCash,Delivered,2026-07-03,26/06/2026
ORD-20261088,2026-01-29,Ana Cruz,Poblacion,Quezon City,Metro Manila,NCR,Milo Sachet,Beverages,10,9.0,90.0,Cash,Delivered,2026-01-31,29/01/2026
ORD-20261089,2026-03-26,Antonio Castillo,Rizal,Angeles City,Pampanga,Central Luzon,Nescafe 3-in-1 Sachet,Beverages,14,8.0,112.0,COD,Delivered,2026-03-28,26/03/2026
ORD-20261090,2026-01-17,Roberto Bautista,Del Pilar,Tagum,Davao del Norte,Davao Region,Piattos 85g,Snacks,17,32.0,544.0,Cash,Delivered,2026-01-20,17/01/2026
ORD-20261091,2026-02-21,Eduardo Ocampo,San Antonio,Tagum,Davao del Norte,Davao Region,Zonrox Bleach 500ml,Household Care,7,32.0,224.0,Maya,Delivered,2026-02-26,21/02/2026
ORD-20261092,2026-06-21,Antonio Bautista,Rizal,Davao City,Davao del Sur,Davao Region,Lucky Me Beef Sotanghon,Noodles & Canned Goods,2,13.0,26.0,Maya,Delivered,2026-06-26,21/06/2026
ORD-20261093,2026-05-08,Fernando Ramos,Santo Nino,Iloilo City,Iloilo,Western Visayas,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,1,14.0,14.0,Maya,Delivered,2026-05-17,08/05/2026
ORD-20261094,2026-03-18,Juan Del Rosario,Poblacion,Davao City,Davao del Sur,Davao Region,Nescafe 3-in-1 Sachet,Beverages,17,8.0,136.0,COD,Delivered,2026-03-28,18/03/2026
ORD-20261095,2026-05-27,Carmen Reyes,San Jose,Tagbilaran,Bohol,Central Visayas,ILUV Ballpen,School & Office Supplies,14,10.0,140.0,Bank Transfer,Delivered,2026-05-30,27/05/2026
ORD-20261096,2026-01-21,Luz Castillo,Bagumbayan,Calamba,Laguna,CALABARZON,SkyFlakes Crackers,Snacks,10,15.0,150.0,GCash,Delivered,2026-01-26,21/01/2026
ORD-20261097,2026-02-20,Jose Santos,San Jose,Cebu City,Cebu,Central Visayas,SkyFlakes Crackers,Snacks,11,15.0,165.0,GCash,Delivered,2026-02-24,20/02/2026
ORD-20261098,2026-06-01,Cristina Ocampo,Rizal,Mandaue,Cebu,Central Visayas,Joy Dishwashing Liquid 250ml,Household Care,15,38.0,570.0,Cash,Delivered,2026-06-05,01/06/2026
ORD-20261099,2026-06-09,Juan Torres,Poblacion,Pasig,Metro Manila,NCR,Milo Sachet,Beverages,13,9.0,117.0,Cash,Delivered,2026-06-19,09/06/2026
ORD-20261100,2026-06-06,Ricardo Ocampo,San Jose,Pasig,Metro Manila,NCR,Surf Powder Sachet,Household Care,20,8.0,160.0,GCash,Delivered,2026-06-07,06/06/2026
ORD-20261101,2026-06-01,Luz Garcia,San Isidro,Tagum,Davao del Norte,Davao Region,Boy Bawang 100g,Snacks,7,18.0,126.0,Cash,Delivered,2026-06-10,01/06/2026
ORD-20261102,2026-01-13,Ricardo Ocampo,San Jose,Pasig,Metro Manila,NCR,Surf Powder Sachet,Household Care,19,8.0,152.0,GCash,Delivered,2026-01-23,13/01/2026
ORD-20261103,2026-02-19,Rosa Del Rosario,Bagumbayan,Pasig,Metro Manila,NCR,Yellow Pad Paper,School & Office Supplies,1,12.0,12.0,GCash,Delivered,2026-02-28,19/02/2026
ORD-20261104,2026-01-28,Fernando Pascual,Rizal,Quezon City,Metro Manila,NCR,SkyFlakes Crackers,Snacks,19,15.0,285.0,Cash,Delivered,2026-01-31,28/01/2026
ORD-20261105,2026-05-27,Manuel Mendoza,Poblacion,Mandaue,Cebu,Central Visayas,Sta. Maria Crayons,School & Office Supplies,5,40.0,200.0,GCash,Delivered,2026-06-02,27/05/2026
ORD-20261106,2026-02-18,Corazon Villanueva,San Isidro,Makati,Metro Manila,NCR,Lucky Me Beef Sotanghon,Noodles & Canned Goods,8,13.0,104.0,Cash,Delivered,2026-02-27,18/02/2026
ORD-20261107,2026-04-01,Jose Cruz,Santo Nino,Angeles City,Pampanga,Central Luzon,SkyFlakes Crackers,Snacks,20,15.0,300.0,Cash,Cancelled,,01/04/2026
ORD-20261108,2026-04-06,Josefina Santos,Santo Nino,Tagum,Davao del Norte,Davao Region,CDO Corned Beef,Noodles & Canned Goods,6,33.0,198.0,Maya,Pending,,06/04/2026
ORD-20261109,2026-01-06,Cristina Torres,San Antonio,Quezon City,Metro Manila,NCR,Palmolive Shampoo Sachet,Personal Care,1,6.0,6.0,Cash,Cancelled,,06/01/2026
ORD-20261110,2026-03-21,Josefina Cruz,San Antonio,Makati,Metro Manila,NCR,Colgate Toothpaste 75ml,Personal Care,19,45.0,855.0,COD,Returned,2026-03-25,21/03/2026
ORD-20261111,2026-05-27,Maria Flores,San Isidro,Makati,Metro Manila,NCR,Surf Powder Sachet,Household Care,6,8.0,48.0,COD,Delivered,2026-06-03,27/05/2026
ORD-20261112,2026-04-02,Maria Bautista,San Antonio,Mandaue,Cebu,Central Visayas,Sta. Maria Crayons,School & Office Supplies,20,40.0,800.0,COD,Delivered,2026-04-05,02/04/2026
ORD-20261113,2026-04-14,Ricardo Pascual,Santo Nino,Tarlac City,Tarlac,Central Luzon,CDO Corned Beef,Noodles & Canned Goods,2,33.0,66.0,Cash,Delivered,2026-04-19,14/04/2026
ORD-20261114,2026-06-17,Maria Flores,San Isidro,Makati,Metro Manila,NCR,Domex Toilet Cleaner,Household Care,4,55.0,220.0,GCash,Delivered,2026-06-24,17/06/2026
ORD-20261115,2026-02-24,Rosa Cruz,San Isidro,Tarlac City,Tarlac,Central Luzon,CDO Corned Beef,Noodles & Canned Goods,19,33.0,627.0,COD,Pending,,24/02/2026
ORD-20261116,2026-01-17,Rosa Pascual,San Isidro,Manila,Metro Manila,NCR,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,10,14.0,140.0,Bank Transfer,Delivered,2026-01-22,17/01/2026
ORD-20261117,2026-01-01,Elena Cruz,Santo Nino,Angeles City,Pampanga,Central Luzon,Colgate Toothpaste 75ml,Personal Care,8,45.0,360.0,Cash,Delivered,2026-01-03,01/01/2026
ORD-20261118,2026-03-25,Manuel Mendoza,Poblacion,Mandaue,Cebu,Central Visayas,ILUV Ballpen,School & Office Supplies,17,10.0,170.0,COD,Cancelled,,25/03/2026
ORD-20261119,2026-04-25,Fernando Pascual,Malinta,Malolos,Bulacan,Central Luzon,Boy Bawang 100g,Snacks,20,18.0,360.0,Cash,Delivered,2026-04-27,25/04/2026
ORD-20261120,2026-04-23,Corazon Reyes,Malinta,Calamba,Laguna,CALABARZON,Safeguard Soap Bar,Personal Care,1,28.0,28.0,GCash,Delivered,2026-04-27,23/04/2026
ORD-20261121,2026-03-09,Cristina Pascual,Rizal,Davao City,Davao del Sur,Davao Region,Palmolive Shampoo Sachet,Personal Care,10,6.0,60.0,Cash,Delivered,2026-03-12,09/03/2026
ORD-20261122,2026-04-07,Josefina Bautista,Malinta,Calamba,Laguna,CALABARZON,Domex Toilet Cleaner,Household Care,15,55.0,825.0,COD,Delivered,2026-04-12,07/04/2026
ORD-20261123,2026-05-25,Fernando Mendoza,Santo Nino,Quezon City,Metro Manila,NCR,Nescafe 3-in-1 Sachet,Beverages,8,8.0,64.0,Cash,Delivered,2026-05-31,25/05/2026
ORD-20261124,2026-04-29,Jose Bautista,Del Pilar,Calamba,Laguna,CALABARZON,555 Sardines,Noodles & Canned Goods,10,22.0,220.0,COD,Delivered,2026-05-09,29/04/2026
ORD-20261125,2026-05-01,Luz Cruz,San Antonio,Makati,Metro Manila,NCR,Palmolive Shampoo Sachet,Personal Care,3,6.0,18.0,Cash,Delivered,2026-05-08,01/05/2026
ORD-20261126,2026-04-21,Jose Castillo,Del Pilar,Malolos,Bulacan,Central Luzon,Sterling Notebook,School & Office Supplies,20,18.0,360.0,GCash,Delivered,2026-04-23,21/04/2026
ORD-20261127,2026-06-28,Maria Flores,San Isidro,Makati,Metro Manila,NCR,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,10,14.0,140.0,COD,Delivered,2026-06-29,28/06/2026
ORD-20261128,2026-01-16,Eduardo Pascual,Bagong Silang,Tarlac City,Tarlac,Central Luzon,Lucky Me Beef Sotanghon,Noodles & Canned Goods,15,13.0,195.0,COD,Delivered,2026-01-26,16/01/2026
ORD-20261129,2026-06-25,Ricardo Pascual,Santo Nino,Tarlac City,Tarlac,Central Luzon,Sterling Notebook,School & Office Supplies,6,18.0,108.0,Cash,Delivered,2026-07-01,25/06/2026
ORD-20261130,2026-04-25,Luz Castillo,Bagumbayan,Calamba,Laguna,CALABARZON,Milo Sachet,Beverages,18,9.0,162.0,Cash,Cancelled,,25/04/2026
ORD-20261131,2026-03-02,Ricardo Ocampo,San Jose,Pasig,Metro Manila,NCR,Nova Multigrain 78g,Snacks,7,30.0,210.0,Cash,Cancelled,,02/03/2026
ORD-20261132,2026-05-03,Ramon Santos,Rizal,Dasmarinas,Cavite,CALABARZON,Argentina Corned Beef,Noodles & Canned Goods,8,35.0,280.0,Cash,Delivered,2026-05-12,03/05/2026
ORD-20261133,2026-01-05,Ricardo Ocampo,San Jose,Pasig,Metro Manila,NCR,SkyFlakes Crackers,Snacks,18,15.0,270.0,Maya,Delivered,2026-01-12,05/01/2026
ORD-20261134,2026-05-12,Pedro Santos,Del Pilar,Iloilo City,Iloilo,Western Visayas,555 Sardines,Noodles & Canned Goods,11,22.0,242.0,Maya,Delivered,2026-05-16,12/05/2026
ORD-20261135,2026-03-20,Rosa Del Rosario,Bagumbayan,Pasig,Metro Manila,NCR,Domex Toilet Cleaner,Household Care,13,55.0,715.0,Cash,Delivered,2026-03-27,20/03/2026
ORD-20261136,2026-06-21,Corazon Villanueva,Rizal,Angeles City,Pampanga,Central Luzon,Boy Bawang 100g,Snacks,10,18.0,180.0,Cash,Delivered,2026-07-01,21/06/2026
ORD-20261137,2026-05-07,Manuel Villanueva,Malinta,Tarlac City,Tarlac,Central Luzon,SkyFlakes Crackers,Snacks,3,15.0,45.0,COD,Delivered,2026-05-11,07/05/2026
ORD-20261138,2026-01-28,Jose Ocampo,Malinta,Dasmarinas,Cavite,CALABARZON,Nissin Cup Noodles,Noodles & Canned Goods,19,20.0,380.0,Cash,Delivered,2026-01-31,28/01/2026
ORD-20261139,2026-05-08,Antonio Santos,San Isidro,Bacolod,Negros Occidental,Western Visayas,Nova Multigrain 78g,Snacks,15,30.0,450.0,Cash,Pending,,08/05/2026
ORD-20261140,2026-04-17,Roberto Del Rosario,San Isidro,Malolos,Bulacan,Central Luzon,Safeguard Soap Bar,Personal Care,16,28.0,448.0,GCash,Delivered,2026-04-22,17/04/2026
ORD-20261141,2026-05-31,Juan Reyes,Poblacion,Quezon City,Metro Manila,NCR,555 Sardines,Noodles & Canned Goods,20,22.0,440.0,Cash,Delivered,2026-06-04,31/05/2026
ORD-20261142,2026-02-11,Ana Villanueva,San Antonio,Tarlac City,Tarlac,Central Luzon,Nova Multigrain 78g,Snacks,8,30.0,240.0,Cash,Delivered,2026-02-20,11/02/2026
ORD-20261143,2026-03-12,Eduardo Aquino,Bagong Silang,Tarlac City,Tarlac,Central Luzon,Lucky Me Beef Sotanghon,Noodles & Canned Goods,4,13.0,52.0,GCash,Delivered,2026-03-22,12/03/2026
ORD-20261144,2026-06-30,Manuel Villanueva,Malinta,Tarlac City,Tarlac,Central Luzon,Boy Bawang 100g,Snacks,14,18.0,252.0,GCash,Delivered,2026-07-01,30/06/2026
ORD-20261145,2026-06-25,Teresa Del Rosario,San Jose,Malolos,Bulacan,Central Luzon,555 Sardines,Noodles & Canned Goods,14,22.0,308.0,Bank Transfer,Delivered,2026-07-05,25/06/2026
ORD-20261146,2026-03-01,Manuel Flores,San Antonio,Angeles City,Pampanga,Central Luzon,Safeguard Soap Bar,Personal Care,9,28.0,252.0,Cash,Delivered,2026-03-06,01/03/2026
ORD-20261147,2026-01-27,Rosa Del Rosario,Bagumbayan,Angeles City,Pampanga,Central Luzon,Nescafe 3-in-1 Sachet,Beverages,6,8.0,48.0,COD,Delivered,2026-01-31,27/01/2026
ORD-20261148,2026-04-08,Teresa Reyes,Poblacion,Calamba,Laguna,CALABARZON,Nova Multigrain 78g,Snacks,4,30.0,120.0,GCash,Delivered,2026-04-17,08/04/2026
ORD-20261149,2026-05-06,Maria Mendoza,Del Pilar,Manila,Metro Manila,NCR,Colgate Toothpaste 75ml,Personal Care,9,45.0,405.0,COD,Delivered,2026-05-15,06/05/2026
ORD-20261150,2026-02-18,Luz Aquino,Bagong Silang,Tarlac City,Tarlac,Central Luzon,SkyFlakes Crackers,Snacks,10,15.0,150.0,COD,Returned,2026-02-20,18/02/2026
ORD-20261151,2026-05-23,Elena Aquino,Malinta,Iloilo City,Iloilo,Western Visayas,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,7,14.0,98.0,Cash,Delivered,2026-05-30,23/05/2026
ORD-20261152,2026-01-01,Teresa Del Rosario,San Jose,Malolos,Bulacan,Central Luzon,Lucky Me Beef Sotanghon,Noodles & Canned Goods,20,13.0,260.0,COD,Returned,2026-01-11,01/01/2026
ORD-20261153,2026-06-20,Elena Torres,Malinta,Tarlac City,Tarlac,Central Luzon,Coca-Cola 1.5L,Beverages,1,65.0,65.0,Bank Transfer,Delivered,2026-06-30,20/06/2026
ORD-20261154,2026-02-11,Pedro Reyes,Poblacion,Tarlac City,Tarlac,Central Luzon,Domex Toilet Cleaner,Household Care,15,55.0,825.0,Cash,Returned,2026-02-14,11/02/2026
ORD-20261155,2026-05-13,Carmen Mendoza,Santo Nino,Malolos,Bulacan,Central Luzon,Coca-Cola 1.5L,Beverages,3,65.0,195.0,Maya,Delivered,2026-05-21,13/05/2026
ORD-20261156,2026-03-27,Eduardo Mendoza,San Isidro,Tagum,Davao del Norte,Davao Region,Lucky Me Beef Sotanghon,Noodles & Canned Goods,16,13.0,208.0,Maya,Cancelled,,27/03/2026
ORD-20261157,2026-05-28,Teresa Mendoza,San Isidro,Cebu City,Cebu,Central Visayas,Sta. Maria Crayons,School & Office Supplies,14,40.0,560.0,COD,Delivered,2026-05-31,28/05/2026
ORD-20261158,2026-06-17,Josefina Flores,Bagumbayan,Iloilo City,Iloilo,Western Visayas,Boy Bawang 100g,Snacks,10,18.0,180.0,GCash,Delivered,2026-06-26,17/06/2026
ORD-20261159,2026-04-08,Eduardo Pascual,Bagong Silang,Tarlac City,Tarlac,Central Luzon,Boy Bawang 100g,Snacks,11,18.0,198.0,Cash,Cancelled,,08/04/2026
ORD-20261160,2026-02-22,Maria Villanueva,Malinta,Calamba,Laguna,CALABARZON,555 Sardines,Noodles & Canned Goods,5,22.0,110.0,Cash,Delivered,2026-03-02,22/02/2026
ORD-20261161,2026-01-07,Corazon Bautista,Bagong Silang,Davao City,Davao del Sur,Davao Region,555 Sardines,Noodles & Canned Goods,1,22.0,22.0,Maya,Delivered,2026-01-12,07/01/2026
ORD-20261162,2026-06-06,Eduardo Aquino,Bagong Silang,Tarlac City,Tarlac,Central Luzon,Yellow Pad Paper,School & Office Supplies,10,12.0,120.0,GCash,Delivered,2026-06-08,06/06/2026
ORD-20261163,2026-04-11,Maria Santos,Bagumbayan,Bacolod,Negros Occidental,Western Visayas,Milo Sachet,Beverages,3,9.0,27.0,Cash,Delivered,2026-04-20,11/04/2026
ORD-20261164,2026-01-10,Eduardo Del Rosario,Bagong Silang,Malolos,Bulacan,Central Luzon,Colgate Toothpaste 75ml,Personal Care,3,45.0,135.0,Cash,Delivered,2026-01-19,10/01/2026
ORD-20261165,2026-03-20,Luz Pascual,Santo Nino,Cebu City,Cebu,Central Visayas,Safeguard Soap Bar,Personal Care,17,28.0,476.0,GCash,Delivered,2026-03-22,20/03/2026
ORD-20261166,2026-05-14,Juan Villanueva,Bagumbayan,Pasig,Metro Manila,NCR,Argentina Corned Beef,Noodles & Canned Goods,8,35.0,280.0,Cash,Delivered,2026-05-17,14/05/2026
ORD-20261167,2026-02-28,Fernando Mendoza,Santo Nino,Quezon City,Metro Manila,NCR,Nova Multigrain 78g,Snacks,9,30.0,270.0,GCash,Returned,2026-03-05,28/02/2026
ORD-20261168,2026-03-02,Ricardo Flores,San Isidro,Iloilo City,Iloilo,Western Visayas,Lucky Me Beef Sotanghon,Noodles & Canned Goods,15,13.0,195.0,COD,Cancelled,,02/03/2026
ORD-20261169,2026-05-23,Teresa Torres,San Antonio,Tagum,Davao del Norte,Davao Region,Piattos 85g,Snacks,12,32.0,384.0,Cash,Cancelled,,23/05/2026
ORD-20261170,2026-01-15,Jose Del Rosario,Rizal,Tagbilaran,Bohol,Central Visayas,Surf Powder Sachet,Household Care,3,8.0,24.0,GCash,Delivered,2026-01-22,15/01/2026
ORD-20261171,2026-06-27,Eduardo Del Rosario,Santo Nino,Iloilo City,Iloilo,Western Visayas,Nissin Cup Noodles,Noodles & Canned Goods,15,20.0,300.0,GCash,Cancelled,,27/06/2026
ORD-20261172,2026-01-21,Pedro Garcia,Bagong Silang,Manila,Metro Manila,NCR,Sterling Notebook,School & Office Supplies,15,18.0,270.0,GCash,Delivered,2026-01-22,21/01/2026
ORD-20261173,2026-04-28,Jose Reyes,Rizal,Tagum,Davao del Norte,Davao Region,SkyFlakes Crackers,Snacks,9,15.0,135.0,GCash,Delivered,2026-04-29,28/04/2026
ORD-20261174,2026-04-24,Rosa Castillo,San Antonio,Angeles City,Pampanga,Central Luzon,CDO Corned Beef,Noodles & Canned Goods,4,33.0,132.0,COD,Delivered,2026-05-01,24/04/2026
ORD-20261175,2026-06-29,Pedro Torres,Bagong Silang,Cebu City,Cebu,Central Visayas,Head & Shoulders Sachet,Personal Care,17,7.0,119.0,COD,Returned,2026-07-02,29/06/2026
ORD-20261176,2026-02-21,Ana Mendoza,Del Pilar,Tagum,Davao del Norte,Davao Region,Nova Multigrain 78g,Snacks,18,30.0,540.0,GCash,Delivered,2026-02-26,21/02/2026
ORD-20261177,2026-03-28,Pedro Santos,Del Pilar,Iloilo City,Iloilo,Western Visayas,Coca-Cola 1.5L,Beverages,3,65.0,195.0,Maya,Delivered,2026-04-02,28/03/2026
ORD-20261178,2026-05-03,Ricardo Ocampo,Bagong Silang,Quezon City,Metro Manila,NCR,Nissin Cup Noodles,Noodles & Canned Goods,14,20.0,280.0,GCash,Delivered,2026-05-06,03/05/2026
ORD-20261179,2026-06-13,Ramon Santos,Rizal,Dasmarinas,Cavite,CALABARZON,Coca-Cola 1.5L,Beverages,1,65.0,65.0,GCash,Delivered,2026-06-21,13/06/2026
ORD-20261180,2026-05-14,Manuel Santos,Del Pilar,Mandaue,Cebu,Central Visayas,Milo Sachet,Beverages,15,9.0,135.0,COD,Delivered,2026-05-18,14/05/2026
ORD-20261181,2026-03-22,Manuel Flores,San Antonio,Angeles City,Pampanga,Central Luzon,Safeguard Soap Bar,Personal Care,9,28.0,252.0,Cash,Delivered,2026-03-25,22/03/2026
ORD-20261182,2026-04-11,Teresa Castillo,Bagumbayan,Batangas City,Batangas,CALABARZON,Coca-Cola 1.5L,Beverages,14,65.0,910.0,COD,Delivered,2026-04-18,11/04/2026
ORD-20261183,2026-04-24,Pedro Ocampo,Santo Nino,Cebu City,Cebu,Central Visayas,Palmolive Shampoo Sachet,Personal Care,16,6.0,96.0,COD,Pending,,24/04/2026
ORD-20261184,2026-03-29,Ricardo Bautista,Del Pilar,Manila,Metro Manila,NCR,Nova Multigrain 78g,Snacks,18,30.0,540.0,Cash,Pending,,29/03/2026
ORD-20261185,2026-04-17,Carmen Flores,Del Pilar,Tarlac City,Tarlac,Central Luzon,Yellow Pad Paper,School & Office Supplies,17,12.0,204.0,Bank Transfer,Pending,,17/04/2026
ORD-20261186,2026-05-31,Fernando Ocampo,Del Pilar,Tagum,Davao del Norte,Davao Region,Sta. Maria Crayons,School & Office Supplies,13,40.0,520.0,Cash,Pending,,31/05/2026
ORD-20261187,2026-05-14,Antonio Aquino,Del Pilar,Dasmarinas,Cavite,CALABARZON,Nissin Cup Noodles,Noodles & Canned Goods,5,20.0,100.0,COD,Returned,2026-05-19,14/05/2026
ORD-20261188,2026-03-08,Luz Castillo,Bagumbayan,Calamba,Laguna,CALABARZON,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,17,14.0,238.0,COD,Delivered,2026-03-09,08/03/2026
ORD-20261189,2026-03-05,Manuel Villanueva,Bagumbayan,Tagbilaran,Bohol,Central Visayas,Zonrox Bleach 500ml,Household Care,20,32.0,640.0,GCash,Cancelled,,05/03/2026
ORD-20261190,2026-06-01,Jose Torres,San Antonio,Dasmarinas,Cavite,CALABARZON,Lucky Me Pancit Canton Noodles,Noodles & Canned Goods,13,14.0,182.0,Cash,Delivered,2026-06-02,01/06/2026
ORD-20261191,2026-02-13,Corazon Villanueva,Rizal,Angeles City,Pampanga,Central Luzon,Sta. Maria Crayons,School & Office Supplies,13,40.0,520.0,GCash,Delivered,2026-02-16,13/02/2026
ORD-20261192,2026-04-29,Roberto Bautista,San Jose,Calamba,Laguna,CALABARZON,Safeguard Soap Bar,Personal Care,15,28.0,420.0,GCash,Delivered,2026-05-08,29/04/2026
ORD-20261193,2026-05-24,Cristina Flores,Del Pilar,Quezon City,Metro Manila,NCR,C2 Green Tea 500ml,Beverages,3,22.0,66.0,Bank Transfer,Delivered,2026-05-29,24/05/2026
ORD-20261194,2026-02-15,Maria Bautista,San Antonio,Mandaue,Cebu,Central Visayas,Domex Toilet Cleaner,Household Care,2,55.0,110.0,Maya,Delivered,2026-02-25,15/02/2026
ORD-20261195,2026-06-25,Ramon Mendoza,San Jose,Tagum,Davao del Norte,Davao Region,CDO Corned Beef,Noodles & Canned Goods,17,33.0,561.0,GCash,Delivered,2026-07-03,25/06/2026
ORD-20261196,2026-04-14,Ricardo Garcia,Santo Nino,Batangas City,Batangas,CALABARZON,Argentina Corned Beef,Noodles & Canned Goods,13,35.0,455.0,Cash,Delivered,2026-04-20,14/04/2026
ORD-20261197,2026-06-22,Elena Torres,San Jose,Angeles City,Pampanga,Central Luzon,Zonrox Bleach 500ml,Household Care,1,32.0,32.0,COD,Delivered,2026-06-23,22/06/2026
ORD-20261198,2026-02-01,Ana Cruz,Poblacion,Quezon City,Metro Manila,NCR,C2 Green Tea 500ml,Beverages,8,22.0,176.0,COD,Delivered,2026-02-09,01/02/2026
ORD-20261199,2026-06-24,Ricardo Pascual,Santo Nino,Tarlac City,Tarlac,Central Luzon,Sterling Notebook,School & Office Supplies,5,18.0,90.0,Cash,Delivered,2026-06-26,24/06/2026
ORD-20261200,2026-04-27,Elena Cruz,Santo Nino,Angeles City,Pampanga,Central Luzon,Argentina Corned Beef,Noodles & Canned Goods,7,35.0,245.0,Cash,Cancelled,,27/04/2026
ORD-20261201,2026-03-30,Roberto Santos,Del Pilar,Bacolod,Negros Occidental,Western Visayas,Colgate Toothpaste 75ml,Personal Care,1,45.0,45.0,Cash,Delivered,2026-04-09,30/03/2026
ORD-20261202,2026-03-27,Fernando Garcia,Bagong Silang,Tagbilaran,Bohol,Central Visayas,Surf Powder Sachet,Household Care,12,8.0,96.0,GCash,Delivered,2026-04-01,27/03/2026
ORD-20261203,2026-01-30,Jose Ocampo,Malinta,Dasmarinas,Cavite,CALABARZON,Joy Dishwashing Liquid 250ml,Household Care,10,38.0,380.0,COD,Delivered,2026-02-05,30/01/2026
ORD-20261204,2026-06-26,Maria Villanueva,Malinta,Calamba,Laguna,CALABARZON,Joy Dishwashing Liquid 250ml,Household Care,15,38.0,570.0,Bank Transfer,Delivered,2026-07-05,26/06/2026
ORD-20261205,2026-04-15,Ana Villanueva,San Antonio,Tarlac City,Tarlac,Central Luzon,Nissin Cup Noodles,Noodles & Canned Goods,16,20.0,320.0,Bank Transfer,Delivered,2026-04-21,15/04/2026
ORD-20261206,2026-01-14,Eduardo Mendoza,Bagong Silang,Batangas City,Batangas,CALABARZON,Piattos 85g,Snacks,11,32.0,352.0,Cash,Delivered,2026-01-18,14/01/2026
ORD-20261207,2026-06-25,Pedro Santos,Del Pilar,Iloilo City,Iloilo,Western Visayas,Argentina Corned Beef,Noodles & Canned Goods,13,35.0,455.0,GCash,Delivered,2026-07-04,25/06/2026
ORD-20261208,2026-01-11,Manuel Santos,Del Pilar,Mandaue,Cebu,Central Visayas,Sterling Notebook,School & Office Supplies,4,18.0,72.0,Cash,Cancelled,,11/01/2026
ORD-20261209,2026-06-13,Roberto Santos,Del Pilar,Bacolod,Negros Occidental,Western Visayas,Safeguard Soap Bar,Personal Care,20,28.0,560.0,COD,Delivered,2026-06-22,13/06/2026
ORD-20261210,2026-04-12,Manuel Reyes,Rizal,Quezon City,Metro Manila,NCR,Nova Multigrain 78g,Snacks,5,30.0,150.0,Cash,Returned,2026-04-16,12/04/2026
