OrderID,OrderDate,Customer,City,Region,Product,Qty,UnitPrice,Amount,Mobile,PaymentMethod,Status
ORD-20260189,2026-03-20,Roberto Flores,Dasmarinas,CALABARZON,Nova Multigrain 78g,18,30.0,540.0,09188256211,COD,Delivered
ORD-20260190,2026-01-15,  JUAN BAUTISTA  ,Angeles City,Central Luzon,C2 Green Tea 500ml,2,22.0,44.0,09974177813,COD,Pending
ORD-20260191,2026-04-23,Rosa Cruz,Tarlac City,Central Luzon,Sterling Notebook,7,18.0,126.0,09439144806,Bank Transfer,Cancelled
ORD-20260192,2026-04-06,Ramon Santos,Dasmarinas,CALABARZON,Yellow Pad Paper,1,12.0,12.0,09630436951,COD,Delivered
ORD-20260193,2026-01-03,Ricardo Cruz,Calamba,CALABARZON,Nescafe 3-in-1 Sachet,10,8.0,80.0,09642365518,Cash,Cancelled
ORD-20260194,2026-02-25,Corazon Reyes,Calamba,CALABARZON,Piattos 85g,3,32.0,96.0,09707329459,Cash,Delivered
ORD-20260195,2026-04-26,  PEDRO REYES  ,Tagum,Davao Region,ILUV Ballpen,19,10.0,190.0,091234,Maya,Returned
ORD-20260196,2026-02-16,Jose Del Rosario,Tagbilaran,Central Visayas,555 Sardines,18,22.0,396.0,09367074890,GCash,Delivered
ORD-20260197,2026-01-14,Maria Santos,Tagum,Davao Region,Colgate Toothpaste 75ml,15,45.0,675.0,09336303120,COD,Delivered
ORD-20260198,2026-05-06,  RICARDO OCAMPO  ,Quezon City,NCR,Joy Dishwashing Liquid 250ml,17,38.0,646.0,09322538889,Cash,Delivered
ORD-20260199,2026-03-27,Josefina Pascual, Manila,NCR,555 Sardines,16,22.0,352.0,09693269220,GCash,Delivered
ORD-20260200,2026-03-12,Pedro Garcia,Pasig,NCR,Milo Sachet,20,9.0,180.0,09484130455,GCash,Cancelled
ORD-20260201,2026-05-13,Jose Ocampo,Dasmarinas,CALABARZON,Domex Toilet Cleaner,12,55.0,660.0,091234,GCash,Delivered
ORD-20260202,2026-01-13,Josefina Santos,Bacolod,Western Visayas,555 Sardines,12,22.0,264.0,09812315212,Cash,Delivered
ORD-20260203,2026-05-03,Ramon Ocampo,Davao City,Davao Region,Nissin Cup Noodles,8,20.0,160.0,09101054214,COD,Delivered
ORD-20260204,2026-02-02,Jose Reyes,Quezon City,NCR,Colgate Toothpaste 75ml,14,45.0,630.0,09320315132,GCash,Delivered
ORD-20260205,2026-05-30,Maria Flores,Makati,NCR,Milo Sachet,13,9.0,117.0,09849806720,GCash,Cancelled
ORD-20260206,2026-04-08,Roberto Ocampo,Iloilo City,Western Visayas,Safeguard Soap Bar,4,28.0,112.0,09168205496,COD,Delivered
ORD-20260207,2026-02-02,  TERESA VILLANUEVA  ,Iloilo City,Western Visayas,Palmolive Shampoo Sachet,11,6.0,66.0,09273204280,Maya,Pending
ORD-20260208,2026-01-16,Ana Ramos,Tarlac City,Central Luzon,Yellow Pad Paper,19,12.0,228.0,091234,COD,Delivered
ORD-20260209,2026-04-12,Juan Flores,Iloilo City,Western Visayas,Colgate Toothpaste 75ml,13,45.0,585.0,09788890937,COD,Returned
ORD-20260210,2026-06-08,  CORAZON BAUTISTA  ,Bacolod,Western Visayas,Surf Powder Sachet,4,8.0,32.0,09769066176,COD,Delivered
ORD-20260211,2026-06-16,Ana Ramos,Malolos,Central Luzon,Argentina Corned Beef,16,35.0,560.0,09326254252,Bank Transfer,Delivered
ORD-20260212,2026-06-27,Juan Villanueva,Pasig,NCR,Zonrox Bleach 500ml,17,32.0,544.0,09282502441,GCash,Delivered
ORD-20260213,2026-04-09,Fernando Garcia,Tagbilaran,Central Visayas,Safeguard Soap Bar,19,28.0,532.0,09519588294,Maya,Delivered
ORD-20260214,2026-06-12,Fernando Mendoza,Quezon City,NCR,Boy Bawang 100g,12,18.0,216.0,09292931976,COD,Delivered
ORD-20260215,2026-02-04,Teresa Pascual,Tagum,Davao Region,ILUV Ballpen,5,10.0,50.0,09464667612,Cash,Delivered
ORD-20260216,2026-04-22,  TERESA MENDOZA  ,cebu city,Central Visayas,SkyFlakes Crackers,10,15.0,150.0,09796872094,Cash,Delivered
ORD-20260217,2026-05-07,  RICARDO CRUZ  ,Calamba,CALABARZON,Lucky Me Beef Sotanghon,16,13.0,208.0,09490340924,COD,Delivered
ORD-20260218,2026-02-25,Pedro Torres,Cebu City,Central Visayas,Piattos 85g,17,32.0,544.0,091234,Maya,Delivered
ORD-20260219,2026-05-11,Rosa Castillo,Angeles City,Central Luzon,Zonrox Bleach 500ml,12,32.0,384.0,09880060146,Cash,Delivered
ORD-20260220,2026-03-15,Pedro Cruz,Cebu City,Central Visayas,Nescafe 3-in-1 Sachet,1,8.0,8.0,09874604238,GCash,Pending
ORD-20260221,2026-06-24,  CRISTINA OCAMPO  ,Mandaue,Central Visayas,Coca-Cola 1.5L,11,65.0,715.0,09720889109,GCash,Delivered
ORD-20260222,2026-05-09,Ramon Mendoza,Tagum,Davao Region,SkyFlakes Crackers,16,15.0,240.0,091234,GCash,Cancelled
ORD-20260223,2026-06-07,Manuel Ramos,Tagbilaran,Central Visayas,Boy Bawang 100g,13,18.0,234.0,091234,Cash,Delivered
ORD-20260224,2026-03-20,Antonio Cruz,Mandaue,Central Visayas,Argentina Corned Beef,3,35.0,105.0,09656549250,COD,Delivered
ORD-20260225,2026-03-01,Elena Cruz,Angeles City,Central Luzon,Joy Dishwashing Liquid 250ml,18,38.0,684.0,09810608251,Cash,Delivered
ORD-20260226,2026-03-12,Antonio Santos,Iloilo City,Western Visayas,Coca-Cola 1.5L,4,65.0,260.0,09906830759,Cash,Returned
ORD-20260227,2026-03-07,Ana Torres,Pasig,NCR,Sterling Notebook,7,18.0,126.0,091234,COD,Delivered
ORD-20260228,2026-03-17,  LUZ OCAMPO  ,Bacolod,Western Visayas,555 Sardines,15,22.0,330.0,09146253958,GCash,Delivered
ORD-20260229,2026-01-09,Maria Pascual,Tagum,Davao Region,Sta. Maria Crayons,17,40.0,680.0,091234,Maya,Delivered
ORD-20260230,2026-06-23,Juan Ramos, Manila,NCR,Head & Shoulders Sachet,5,7.0,35.0,09283002801,GCash,Delivered
ORD-20260231,2026-02-21,Ricardo Bautista,Tagum,Davao Region,Colgate Toothpaste 75ml,1,45.0,45.0,09853067322,Cash,Cancelled
ORD-20260232,2026-03-15,  FERNANDO VILLANUEVA  ,Bacolod,Western Visayas,C2 Green Tea 500ml,2,22.0,44.0,091234,Cash,Delivered
ORD-20260233,2026-05-02,  JOSEFINA CRUZ  ,Makati,NCR,Sta. Maria Crayons,6,40.0,240.0,091234,Cash,Cancelled
ORD-20260234,2026-02-23,Antonio Castillo,Angeles City,Central Luzon,C2 Green Tea 500ml,15,22.0,330.0,091234,GCash,Delivered
ORD-20260235,2026-02-25,  JOSE FLORES  ,Bacolod,Western Visayas,Safeguard Soap Bar,20,28.0,560.0,09622531767,COD,Delivered
ORD-20260236,2026-05-01,Ana Del Rosario,Manila,NCR,Joy Dishwashing Liquid 250ml,3,38.0,114.0,09441247505,COD,Pending
ORD-20260237,2026-06-20,Ana Cruz,Quezon City,NCR,Domex Toilet Cleaner,13,55.0,715.0,09491603719,GCash,Delivered
ORD-20260238,2026-06-15,Teresa Reyes,Calamba,CALABARZON,Surf Powder Sachet,7,8.0,56.0,09543488561,Maya,Delivered
ORD-20260239,2026-06-22,  LUZ REYES  ,Dasmarinas,CALABARZON,Joy Dishwashing Liquid 250ml,3,38.0,114.0,09604420471,Bank Transfer,Delivered
ORD-20260240,2026-04-22,Roberto Torres,Tarlac City,Central Luzon,Coca-Cola 1.5L,15,65.0,975.0,09166606841,Cash,Cancelled
ORD-20260241,2026-02-22,Pedro Garcia,Pasig,NCR,Milo Sachet,7,9.0,63.0,09535294150,Maya,Delivered
ORD-20260242,2026-03-04,  ANTONIO CRUZ  ,Mandaue,Central Visayas,Joy Dishwashing Liquid 250ml,8,38.0,304.0,09726278744,Maya,Delivered
ORD-20260243,2026-01-09,Corazon Ocampo,Iloilo City,Western Visayas,Sta. Maria Crayons,7,40.0,280.0,09624970771,COD,Pending
ORD-20260244,2026-02-20,  FERNANDO SANTOS  ,Bacolod,Western Visayas,Joy Dishwashing Liquid 250ml,2,38.0,76.0,09117636761,COD,Cancelled
ORD-20260245,2026-05-01,  TERESA VILLANUEVA  ,Iloilo City,Western Visayas,CDO Corned Beef,9,33.0,297.0,09175675231,GCash,Pending
ORD-20260246,2026-06-16,Pedro Ocampo,Manila,NCR,Argentina Corned Beef,14,35.0,490.0,091234,Cash,Delivered
ORD-20260247,2026-03-12,Antonio Flores,Manila,NCR,Argentina Corned Beef,11,35.0,385.0,09244547066,COD,Cancelled
ORD-20260248,2026-02-01,  JUAN TORRES  ,Pasig,NCR,Nova Multigrain 78g,8,30.0,240.0,09993717823,Maya,Delivered
ORD-20260249,2026-06-25,Rosa Cruz,Tarlac City,Central Luzon,Yellow Pad Paper,3,12.0,36.0,09379170626,Cash,Delivered
ORD-20260250,2026-06-25,Josefina Ramos,cebu city,Central Visayas,Lucky Me Pancit Canton Noodles,9,14.0,126.0,09815665030,GCash,Delivered
ORD-20260251,2026-01-07,Maria Castillo,Tagum,Davao Region,Colgate Toothpaste 75ml,15,45.0,675.0,09709476512,Bank Transfer,Delivered
ORD-20260252,2026-05-13,Carmen Pascual,Bacolod,Western Visayas,Nova Multigrain 78g,8,30.0,240.0,091234,GCash,Cancelled
ORD-20260253,2026-03-11,Cristina Torres,Quezon City,NCR,555 Sardines,10,22.0,220.0,09990876262,GCash,Delivered
ORD-20260254,2026-06-12,Antonio Flores,Angeles City,Central Luzon,Sterling Notebook,6,18.0,108.0,09163991826,Maya,Delivered
ORD-20260255,2026-02-05,  CORAZON REYES  ,Calamba,CALABARZON,Coca-Cola 1.5L,16,65.0,1040.0,09170473475,Maya,Pending
ORD-20260256,2026-02-17,Ricardo Bautista,Tagum,Davao Region,Surf Powder Sachet,3,8.0,24.0,09667044839,GCash,Delivered
ORD-20260257,2027-01-20,  ANTONIO FLORES  ,manila,NCR,Lucky Me Beef Sotanghon,14,13.0,182.0,09601602257,GCash,Delivered
ORD-20260258,2026-06-29,Fernando Pascual,Malolos,Central Luzon,Nissin Cup Noodles,11,20.0,220.0,091234,GCash,Pending
ORD-20260259,2026-06-24,Pedro Garcia,Manila,NCR,Lucky Me Pancit Canton Noodles,4,14.0,56.0,091234,Cash,Delivered
ORD-20260260,2026-06-25,  CARMEN PASCUAL  ,Bacolod,Western Visayas,Boy Bawang 100g,13,18.0,234.0,09101109498,Bank Transfer,Pending
ORD-20260261,2026-05-21,  PEDRO TORRES  ,Cebu  City,Central Visayas,Zonrox Bleach 500ml,20,32.0,640.0,09297758066,GCash,Delivered
ORD-20260262,2026-05-21,Pedro Pascual, Manila,NCR,Surf Powder Sachet,9,8.0,72.0,091234,Cash,Delivered
ORD-20260263,2026-06-28,Pedro Castillo,Cebu City,Central Visayas,Lucky Me Pancit Canton Noodles,11,14.0,154.0,09260725202,Cash,Cancelled
ORD-20260264,2026-04-04,Luz Reyes,Tarlac City,Central Luzon,ILUV Ballpen,11,10.0,110.0,091234,COD,Delivered
ORD-20260265,2026-06-25,  ELENA VILLANUEVA  ,Malolos,Central Luzon,ILUV Ballpen,20,10.0,200.0,09820218723,GCash,Delivered
ORD-20260266,2026-06-06,Rosa Cruz,Tarlac City,Central Luzon,Head & Shoulders Sachet,15,7.0,105.0,09291825203,Cash,Delivered
ORD-20260267,2026-06-29,Cristina Santos,Makati,NCR,CDO Corned Beef,20,33.0,660.0,09889858646,Cash,Delivered
ORD-20260268,2026-06-03,Ana Ramos,Malolos,Central Luzon,Nissin Cup Noodles,16,20.0,320.0,09673334059,Cash,Pending
ORD-20260269,2026-03-08,  ANA MENDOZA  ,Tagum,Davao Region,Milo Sachet,15,9.0,135.0,09297506145,Cash,Delivered
ORD-20260270,2026-04-16,Teresa Torres,Mandaue,Central Visayas,Lucky Me Beef Sotanghon,5,13.0,65.0,09362033188,Cash,Delivered
ORD-20260271,2026-06-27,  JOSEFINA FLORES  ,Iloilo City,Western Visayas,ILUV Ballpen,4,10.0,40.0,09158837705,Cash,Delivered
ORD-20260272,2026-05-28,Corazon Ocampo,Iloilo City,Western Visayas,Boy Bawang 100g,13,18.0,234.0,09253419001,GCash,Pending
ORD-20260273,2026-04-02,Jose Del Rosario,Tagbilaran,Central Visayas,Nova Multigrain 78g,2,30.0,60.0,091234,COD,Pending
ORD-20260274,2026-05-05,Elena Garcia,Davao City,Davao Region,Safeguard Soap Bar,11,28.0,308.0,09837364813,Cash,Delivered
ORD-20260275,2026-05-02,Ricardo Flores,Tagbilaran,Central Visayas,Head & Shoulders Sachet,10,7.0,70.0,09136456515,GCash,Delivered
ORD-20260276,2026-01-25,  JOSE REYES  ,Quezon City,NCR,Coca-Cola 1.5L,12,65.0,780.0,09718233030,COD,Delivered
ORD-20260277,2026-01-25,  MANUEL REYES  ,Quezon City,NCR,C2 Green Tea 500ml,15,22.0,330.0,09348183330,COD,Cancelled
ORD-20260278,2026-01-13,Cristina Castillo,Mandaue,Central Visayas,555 Sardines,15,22.0,330.0,091234,COD,Delivered
ORD-20260279,2026-05-23,  ROSA REYES  ,Iloilo City,Western Visayas,Lucky Me Beef Sotanghon,13,13.0,169.0,09852465796,GCash,Delivered
ORD-20260280,2026-03-22,Jose Torres,Dasmarinas,CALABARZON,SkyFlakes Crackers,3,15.0,45.0,09453222443,COD,Delivered
ORD-20260281,2026-01-24,Corazon Villanueva,Makati,NCR,Lucky Me Beef Sotanghon,4,13.0,52.0,09441309268,Maya,Pending
ORD-20260282,2026-02-27,Elena Aquino,Iloilo City,Western Visayas,Sterling Notebook,12,18.0,216.0,09732913238,COD,Delivered
ORD-20260283,2026-05-08,Elena Cruz,Angeles City,Central Luzon,Zonrox Bleach 500ml,1,32.0,32.0,09780081896,Maya,Delivered
ORD-20260284,2026-05-30,Pedro Garcia,Pasig,NCR,ILUV Ballpen,11,10.0,110.0,09205953118,Maya,Delivered
ORD-20260285,2026-01-08,Cristina Flores,Quezon City,NCR,C2 Green Tea 500ml,17,22.0,374.0,09704613729,Cash,Pending
ORD-20260286,2026-12-31,Eduardo Bautista,Cebu City,Central Visayas,C2 Green Tea 500ml,15,22.0,330.0,09876592667,GCash,Returned
ORD-20260287,2026-02-11,  PEDRO OCAMPO  ,Cebu City,Central Visayas,Safeguard Soap Bar,4,28.0,112.0,09112703555,Bank Transfer,Delivered
ORD-20260288,2026-05-23,  RICARDO OCAMPO  ,Pasig,NCR,Palmolive Shampoo Sachet,11,6.0,66.0,09253714191,GCash,Cancelled
ORD-20260289,2026-02-26,  RICARDO OCAMPO  ,Pasig,NCR,Colgate Toothpaste 75ml,14,45.0,630.0,09187412735,COD,Cancelled
ORD-20260290,2026-05-05,Eduardo Mendoza,Cebu City,Central Visayas,Nova Multigrain 78g,17,30.0,510.0,09899308094,COD,Pending
ORD-20260291,2026-02-24,Manuel Santos,Mandaue,Central Visayas,Nova Multigrain 78g,11,30.0,330.0,09985119843,COD,Delivered
ORD-20260292,2026-05-21,Corazon Reyes,Calamba,CALABARZON,SkyFlakes Crackers,6,15.0,90.0,09634710366,GCash,Delivered
ORD-20260293,2026-06-01,  MARIA BAUTISTA  ,Mandaue,Central Visayas,Nissin Cup Noodles,16,20.0,320.0,091234,COD,Delivered
ORD-20260294,2026-01-02,Ricardo Flores,Iloilo City,Western Visayas,Nova Multigrain 78g,14,30.0,420.0,09718554153,COD,Delivered
ORD-20260295,2026-05-11,Josefina Flores,Iloilo City,Western Visayas,Argentina Corned Beef,14,35.0,490.0,09545896298,Bank Transfer,Delivered
ORD-20260296,2026-02-12,Maria Santos,Tagum,Davao Region,Lucky Me Beef Sotanghon,9,13.0,117.0,091234,COD,Delivered
ORD-20260297,2026-04-06,Juan Del Rosario,Davao City,Davao Region,Coca-Cola 1.5L,4,65.0,260.0,09373735144,COD,Delivered
ORD-20260298,2026-05-27,Fernando Garcia,Tagbilaran,Central Visayas,Coca-Cola 1.5L,12,65.0,780.0,09732136695,COD,Pending
ORD-20260299,2026-01-30,Corazon Ramos,Pasig,NCR,Domex Toilet Cleaner,13,55.0,715.0,09234336054,COD,Delivered
ORD-20260300,2026-03-30,Rosa Reyes,Iloilo City,Western Visayas,Palmolive Shampoo Sachet,20,6.0,120.0,09726284699,COD,Delivered
ORD-20260301,2026-04-20,Pedro Aquino,Malolos,Central Luzon,Argentina Corned Beef,19,35.0,665.0,09334565018,Bank Transfer,Cancelled
ORD-20260302,2026-04-08,Fernando Santos,Bacolod,Western Visayas,Palmolive Shampoo Sachet,14,6.0,84.0,09314298473,GCash,Delivered
ORD-20260303,2026-05-20,Manuel Flores,Angeles City,Central Luzon,Boy Bawang 100g,16,18.0,288.0,09380458625,COD,Pending
ORD-20260304,2027-01-20,Pedro Santos,Iloilo City,Western Visayas,Safeguard Soap Bar,10,28.0,280.0,09864699705,COD,Delivered
ORD-20260305,2026-01-11,Roberto Flores,Dasmarinas,CALABARZON,SkyFlakes Crackers,2,15.0,30.0,09915510919,Bank Transfer,Pending
ORD-20260306,2026-04-02,Luz Cruz,Makati,NCR,Nissin Cup Noodles,6,20.0,120.0,09846699402,Cash,Delivered
ORD-20260307,2026-01-31,  JUAN DEL ROSARIO  ,Davao City,Davao Region,Coca-Cola 1.5L,17,65.0,1105.0,09850055339,GCash,Delivered
ORD-20260308,2026-06-17,Luz Aquino,Tarlac City,Central Luzon,C2 Green Tea 500ml,18,22.0,396.0,09614710789,Maya,Delivered
ORD-20260309,2026-02-02,  TERESA PASCUAL  ,Tagum,Davao Region,Milo Sachet,19,9.0,171.0,09489879538,Maya,Delivered
ORD-20260310,2026-06-12,Pedro Cruz,Manila,NCR,Palmolive Shampoo Sachet,19,6.0,114.0,09310958291,GCash,Delivered
ORD-20260311,2026-04-14,  MARIA SANTOS  ,Tagum,Davao Region,Argentina Corned Beef,15,35.0,525.0,09866573712,Cash,Delivered
ORD-20260312,2026-01-12,Josefina Bautista,Calamba,CALABARZON,Nissin Cup Noodles,15,20.0,300.0,09631940065,COD,Delivered
ORD-20260313,2026-04-26,  PEDRO CRUZ  ,Cebu City,Central Visayas,Yellow Pad Paper,20,12.0,240.0,091234,Cash,Delivered
ORD-20260314,2026-03-28,  JOSEFINA FLORES  ,Iloilo City,Western Visayas,Domex Toilet Cleaner,17,55.0,935.0,09602554673,Cash,Delivered
ORD-20260315,2026-01-22,Roberto Garcia,Manila,NCR,Head & Shoulders Sachet,4,7.0,28.0,09231105151,COD,Delivered
ORD-20260316,2026-01-30,Manuel Villanueva,Tarlac City,Central Luzon,Head & Shoulders Sachet,19,7.0,133.0,09421406941,GCash,Delivered
ORD-20260317,2026-05-27,Teresa Santos,Davao City,Davao Region,Lucky Me Pancit Canton Noodles,14,14.0,196.0,09424786463,Cash,Delivered
ORD-20260318,2026-05-26,Maria Villanueva,Calamba,CALABARZON,Piattos 85g,10,32.0,320.0,09788487909,GCash,Pending
ORD-20260319,2026-04-22,Fernando Pascual,Dasmarinas,CALABARZON,Colgate Toothpaste 75ml,1,45.0,45.0,09425791290,Cash,Pending
ORD-20260320,2026-05-12,Jose Bautista,Calamba,CALABARZON,CDO Corned Beef,10,33.0,330.0,09741735837,GCash,Delivered
ORD-20260321,2026-06-25,Josefina Santos,Tagbilaran,Central Visayas,Colgate Toothpaste 75ml,11,45.0,495.0,09238499309,Maya,Delivered
ORD-20260322,2026-05-10,Rosa Cruz,Tarlac City,Central Luzon,Yellow Pad Paper,1,12.0,12.0,09533417561,COD,Cancelled
ORD-20260323,2026-01-13,Pedro Ocampo,Cebu City,Central Visayas,Nescafe 3-in-1 Sachet,14,8.0,112.0,09182288248,GCash,Cancelled
ORD-20260324,2026-05-23,Ricardo Ocampo,QC,NCR,Colgate Toothpaste 75ml,5,45.0,225.0,091234,Maya,Delivered
ORD-20260325,2026-04-07,Eduardo Del Rosario,Iloilo City,Western Visayas,Sta. Maria Crayons,9,40.0,360.0,09341317234,COD,Returned
ORD-20260326,2026-02-06,Fernando Pascual,Dasmarinas,CALABARZON,Sta. Maria Crayons,6,40.0,240.0,09406268018,GCash,Delivered
ORD-20260327,2026-05-27,Eduardo Santos,Pasig,NCR,Nescafe 3-in-1 Sachet,12,8.0,96.0,09983220326,COD,Cancelled
ORD-20260328,2026-01-19,Teresa Torres,Mandaue,Central Visayas,Joy Dishwashing Liquid 250ml,8,38.0,304.0,09707492651,COD,Delivered
ORD-20260329,2026-05-23,Antonio Santos,Iloilo City,Western Visayas,ILUV Ballpen,7,10.0,70.0,09447507845,Cash,Delivered
ORD-20260330,2026-01-16,Cristina Flores,Quezon City,NCR,Boy Bawang 100g,1,18.0,18.0,091234,GCash,Delivered
ORD-20260331,2026-01-14,Maria Cruz,Tagbilaran,Central Visayas,Piattos 85g,7,32.0,224.0,09766699112,COD,Delivered
ORD-20260332,2026-06-24,Jose Bautista,Calamba,CALABARZON,Nescafe 3-in-1 Sachet,5,8.0,40.0,09207286958,COD,Returned
ORD-20260333,2026-01-18,Maria Pascual,Tagum,Davao Region,Argentina Corned Beef,18,35.0,630.0,091234,Cash,Delivered
ORD-20260334,2026-06-05,Eduardo Del Rosario,Malolos,Central Luzon,Lucky Me Beef Sotanghon,1,13.0,13.0,09727361452,GCash,Delivered
ORD-20260335,2026-01-06,Ricardo Cruz,Manila,NCR,Joy Dishwashing Liquid 250ml,15,38.0,570.0,091234,GCash,Delivered
ORD-20260336,2026-04-04,Jose Torres,Dasmarinas,CALABARZON,SkyFlakes Crackers,7,15.0,105.0,09579031486,Cash,Delivered
ORD-20260337,2026-05-30,Juan Reyes,Quezon City,NCR,Nescafe 3-in-1 Sachet,19,8.0,152.0,09272321312,GCash,Returned
ORD-20260338,2026-06-19,Pedro Torres,Dasmarinas,CALABARZON,Zonrox Bleach 500ml,2,32.0,64.0,091234,Cash,Delivered
ORD-20260339,2026-03-01,  CRISTINA CASTILLO  ,Mandaue,Central Visayas,C2 Green Tea 500ml,3,22.0,66.0,09216573012,Cash,Delivered
ORD-20260340,2026-02-04,Cristina Santos,Makati,NCR,Safeguard Soap Bar,10,28.0,280.0,09366883513,COD,Delivered
ORD-20260341,2026-05-17,Ricardo Ocampo,Quezon City,NCR,Lucky Me Pancit Canton Noodles,14,14.0,196.0,09613699786,Bank Transfer,Cancelled
ORD-20260342,2027-01-24,Carmen Flores,Tarlac City,Central Luzon,Milo Sachet,4,9.0,36.0,09365323435,COD,Delivered
ORD-20260343,2026-06-10,  ANA OCAMPO  ,Mandaue,Central Visayas,Lucky Me Pancit Canton Noodles,3,14.0,42.0,09680898503,Cash,Cancelled
ORD-20260344,2026-03-24,Pedro Reyes,Tarlac City,Central Luzon,C2 Green Tea 500ml,12,22.0,264.0,09907840345,COD,Pending
ORD-20260345,2026-04-15,  FERNANDO OCAMPO  ,Tagum,Davao Region,Coca-Cola 1.5L,13,65.0,845.0,09620483840,COD,Delivered
ORD-20260346,2026-01-31,Teresa Reyes,Iloilo City,Western Visayas,ILUV Ballpen,16,10.0,160.0,09748719158,Cash,Delivered
ORD-20260347,2026-04-27,  EDUARDO BAUTISTA  ,Cebu  City,Central Visayas,Yellow Pad Paper,10,12.0,120.0,091234,Cash,Returned
ORD-20260348,2026-12-19,  LUZ AQUINO  ,Tarlac City,Central Luzon,Sterling Notebook,11,18.0,198.0,09125928703,Bank Transfer,Delivered
ORD-20260349,2026-02-04,Corazon Bautista,Davao City,Davao Region,Lucky Me Pancit Canton Noodles,11,14.0,154.0,09169581228,Cash,Pending
ORD-20260350,2026-03-22,  PEDRO TORRES  ,Dasmarinas,CALABARZON,ILUV Ballpen,8,10.0,80.0,09988472952,COD,Pending
ORD-20260351,2026-04-06,Maria Castillo,Tagum,Davao Region,CDO Corned Beef,5,33.0,165.0,09293770658,COD,Returned
ORD-20260352,2026-02-16,Fernando Mendoza,quezon city,NCR,Argentina Corned Beef,15,35.0,525.0,091234,GCash,Delivered
ORD-20260353,2026-02-19,Pedro Ocampo,Manila,NCR,Colgate Toothpaste 75ml,14,45.0,630.0,09703029726,Cash,Pending
ORD-20260354,2026-04-15,Maria Villanueva,Malolos,Central Luzon,Argentina Corned Beef,8,35.0,280.0,09295550705,Maya,Delivered
ORD-20260355,2026-03-31,  CRISTINA SANTOS  ,Makati,NCR,Piattos 85g,18,32.0,576.0,091234,Maya,Pending
ORD-20260356,2026-05-21,  PEDRO CRUZ  ,Manila,NCR,Boy Bawang 100g,20,18.0,360.0,09643425190,Cash,Delivered
ORD-20260357,2026-03-04,Pedro Pascual, Manila,NCR,Head & Shoulders Sachet,14,7.0,98.0,09117030105,GCash,Delivered
ORD-20260358,2026-04-11,Josefina Cruz,Makati,NCR,Head & Shoulders Sachet,4,7.0,28.0,09623406464,COD,Cancelled
ORD-20260359,2026-04-25,  FERNANDO PASCUAL  ,Malolos,Central Luzon,ILUV Ballpen,3,10.0,30.0,09680258290,Cash,Returned
ORD-20260360,2026-03-01,Teresa Reyes,Calamba,CALABARZON,C2 Green Tea 500ml,11,22.0,242.0,09285556251,GCash,Delivered
ORD-20260361,2026-04-22,  MANUEL FLORES  ,Dasmarinas,CALABARZON,Milo Sachet,12,9.0,108.0,09817709635,Maya,Delivered
ORD-20260362,2026-02-17,  JOSEFINA OCAMPO  ,Davao City,Davao Region,Head & Shoulders Sachet,7,7.0,49.0,09923075452,GCash,Returned
ORD-20260363,2026-01-09,Fernando Pascual,Dasmarinas,CALABARZON,Coca-Cola 1.5L,11,65.0,715.0,091234,Cash,Cancelled
ORD-20260364,2026-02-08,Josefina Pascual,Manila,NCR,Head & Shoulders Sachet,3,7.0,21.0,09856521504,Cash,Delivered
ORD-20260365,2026-05-14,Corazon Villanueva,Angeles City,Central Luzon,Head & Shoulders Sachet,9,7.0,63.0,09140054863,GCash,Delivered
ORD-20260366,2026-01-10,Maria Mendoza,Manila,NCR,Head & Shoulders Sachet,6,7.0,42.0,09937753180,COD,Delivered
ORD-20260367,2026-04-27,  EDUARDO MENDOZA  ,Tagum,Davao Region,Lucky Me Pancit Canton Noodles,18,14.0,252.0,09823573148,GCash,Delivered
ORD-20260368,2026-01-13,Juan Villanueva,Iloilo City,Western Visayas,SkyFlakes Crackers,16,15.0,240.0,09169598095,Maya,Cancelled
ORD-20260369,2026-05-26,  MARIA CRUZ  ,Tagbilaran,Central Visayas,Boy Bawang 100g,9,18.0,162.0,09116651875,GCash,Delivered
ORD-20260370,2026-04-15,Corazon Bautista,Bacolod,Western Visayas,Coca-Cola 1.5L,16,65.0,1040.0,09740678546,COD,Cancelled
ORD-20260371,2026-02-21,Teresa Villanueva,Malolos,Central Luzon,Nissin Cup Noodles,16,20.0,320.0,09532553794,Cash,Cancelled
ORD-20260372,2026-02-11,Luz Ocampo,Bacolod,Western Visayas,Nova Multigrain 78g,2,30.0,60.0,09967720462,Cash,Delivered
ORD-20260373,2027-01-03,Ana Torres,Pasig,NCR,Nova Multigrain 78g,12,30.0,360.0,09664795903,COD,Cancelled
ORD-20260374,2026-05-02,Josefina Reyes,Dasmarinas,CALABARZON,SkyFlakes Crackers,3,15.0,45.0,091234,Bank Transfer,Delivered
ORD-20260375,2026-03-23,  FERNANDO VILLANUEVA  ,Bacolod,Western Visayas,SkyFlakes Crackers,10,15.0,150.0,09705180295,GCash,Delivered
ORD-20260376,2026-03-26,Fernando Ocampo,Tagum,Davao Region,Coca-Cola 1.5L,20,65.0,1300.0,09192827771,GCash,Delivered
ORD-20260377,2026-02-09,Ricardo Ocampo,Quezon City,NCR,Piattos 85g,19,32.0,608.0,09104493467,Cash,Delivered
ORD-20260378,2026-06-16,Ricardo Ocampo,quezon city,NCR,555 Sardines,7,22.0,154.0,09322248070,COD,Delivered
