order_id,customer_email,product_sku,quantity,unit_price,discount_pct,order_date,ship_date,region,status
ORD-20261,user261@example.com,SKU-1039,6,395.79,0.25,2025-01-10,2025-01-17,CAR,DELIVERED
ORD-20262,user262@example.com,SKU-1015,1,191.46,0.27,2025-08-01,2025-08-04,Region XI,cancelled
ORD-20263,user263@example.com,SKU-1034,2,2290.27,0.03,2025-09-10,2025-09-16,NCR,cancelled
ORD-20264,user264@example.com,SKU-1054,2,683.31,,2025-01-21,2025-01-24,Region III,processing
ORD-20265,user265@example.com,SKU-1052,6,2224.01,0.03,2025-07-02,2025-07-05,Region VII,processing
ORD-20266,user_at_example.com,SKU-1009,,108.62,0.38,2025-07-05,2025-07-09,NCR,pending
ORD-20267,user267@example.com,SKU-1027,7,754.72,1.68,2025-09-06,2025-09-03,Region VII,processing
ORD-20268,user268@example.com,SKU-1002,2,2039.24,0.37,2025-12-23,,Region VII,pending
ORD-20269,user269@example.com,SKU-1026,2,2962.05,0.15,2025-10-24,2025-11-01,Region IV-A,PENDING
ORD-20270,user270@example.com,SKU-1041,5,2176.64,0.09,2025-07-23,,Region VII,cancelled
ORD-20271,user271@example.com,SKU-1046,3,1652.81,0.36,2025-03-04,,CAR,cancelled
ORD-20272,user272@example.com,SKU-1047,9,169.65,0.31,2025-11-05,,NCR,processing
ORD-20273,user273@example.com,SKU-1022,8,193.51,0.2,2025-08-31,,Region III,pending
ORD-20274,user274@example.com,SKU-1019,5,1243.96,0.25,2025-09-22,,CAR,shipped
ORD-20275,user275@example.com,SKU-1059,5,1435.66,0.19,2025-06-01,2025-06-09,CAR,processing
ORD-20276,user276@example.com,SKU-1052,4,396.85,0.04,2025-11-06,2025-11-10,Region IV-A,pending
ORD-20277,user277@example.com,SKU-1021,5,1820.23,0.19,2025-10-17,,NCR,processing
ORD-20278,user278@example.com,SKU-1044,2,1753.8,,2025-06-16,2025-06-22,NCR,processing
ORD-20279,user279@example.com,SKU-1037,8,1110.14,0.28,2025-05-02,2025-05-08,Region IV-A,shipped
ORD-20280,user280@example.com,SKU-1055,6,619.13,0.0,2025-07-30,2025-08-07,Region VII,cancelled
ORD-20281,user281@example.com,SKU-1009,2,971.47,0.38,2025-09-21,2025-09-26,NCR,delivered
ORD-20282,user282@example.com,SKU-1058,2,2182.04,0.21,2025-08-06,,CAR,pending
ORD-20283,user283@example.com,SKU-1013,2,698.47,0.36,2025-09-08,2025-09-14,CAR,delivered
ORD-20284,user284@example.com,SKU-1034,6,908.13,0.08,2025-08-10,2025-08-08,CAR,delivered
ORD-20285,user285@example.com,SKU-1039,4,90.65,0.38,2025-07-23,2025-07-31,Region III,pending
ORD-20286,user286@example.com,SKU-1053,5,107.41,,2025-03-03,2025-03-10,CAR,delivered
ORD-20287,user287@example.com,SKU-1026,2,114.62,0.09,2025-01-18,2025-01-22,Region IV-A,cancelled
ORD-20288,user288@example.com,SKU-1022,7,2212.98,0.01,2025-11-26,2025-11-25,Region VII,cancelled
ORD-20289,user289@example.com,SKU-1042,2,2813.13,1.78,2025-01-04,,CAR,shipped
ORD-20290,user290@example.com,SKU-1011,7,1428.95,,2025-01-15,2025-01-21,Region VII,cancelled
ORD-20291,user291@example.com,SKU-1008,4,904.32,0.12,2025-06-03,2025-06-10,Region III,processing
ORD-20292,user292@example.com,SKU-1056,8,1366.47,0.16,2025-04-18,2025-04-24,Region XI,cancelled
ORD-20293,user293@example.com,SKU-1025,9,318.13,0.03,2025-01-28,2025-01-31,Region III,pending
ORD-20294,user294@example.com,SKU-1024,3,2368.31,1.42,2025-08-21,2025-08-26,Region XI,shipped
ORD-20295,user295@example.com,SKU-1038,8,2889.49,,2025-06-11,2025-06-17,NCR,pending
ORD-20296,user296@example.com,SKU-1021,3,782.6,0.27,2025-11-30,2025-12-08,NCR,pending
ORD-20297,user297@example.com,SKU-1057,2,2268.01,0.2,2025-02-26,2025-03-03,Region XI,pending
ORD-20298,user298@example.com,SKU-1056,3,1953.29,0.05,2025-04-28,2025-05-04,Region III,pending
ORD-20299,user299@example.com,SKU-1009,8,531.72,,2025-05-02,,Region IV-A,pending
ORD-20300,user_at_example.com,SKU-1018,five,1143.62,0.34,2025-11-11,2025-11-15,Region IV-A,delivered
ORD-20301,user301@example.com,SKU-1040,4,2236.91,0.38,2025-07-19,2025-07-28,Region IV-A,cancelled
ORD-20302,user302@example.com,SKU-1016,8,2379.99,0.21,2025-07-22,2025-07-23,Region III,shipped
ORD-20303,user303@example.com,SKU-1016,9,2718.08,0.11,2025-08-09,2025-08-14,NCR,shipped
ORD-20304,user304@example.com,SKU-1056,8,1308.41,0.08,2025-03-29,2025-04-07,Region VII,pending
ORD-20305,user305@example.com,SKU-1028,8,2083.31,0.09,2025-02-28,2025-03-06,NCR,shipped
ORD-20306,user306@example.com,SKU-1034,6,2091.68,0.05,2025-09-08,,Region III,delivered
ORD-20307,user307@example.com,SKU-1046,4,1761.7,0.33,2025-03-10,2025-03-13,Region XI,CANCELLED
ORD-20308,user_at_example.com,SKU-1011,8,1195.89,0.1,2025-01-26,2025-02-03,CAR,pending
ORD-20309,user309@example.com,SKU-1030,7,394.74,0.08,2025-07-01,2025-07-02,Region XI,delivered
ORD-20310,user_at_example.com,SKU-1000,2,944.27,0.04,2025-11-29,2025-12-08,NCR,cancelled
ORD-20311,user311@example.com,SKU-1047,,1437.62,,2025-01-14,2025-01-15,NCR,pending
ORD-20312,user312@example.com,SKU-1013,3,1191.53,0.24,2025-11-02,2025-11-04,Region III,pending
ORD-20313,user313@example.com,SKU-1042,3,1219.63,,2025-10-26,2025-10-31,NCR,pending
  ORD-20314,user314@example.com,SKU-1036,3,2859.36,0.0,2025-02-11,2025-02-20,Region XI,cancelled
ORD-20315,user315@example.com,SKU-1030,5,834.76,0.13,2025-09-02,2025-09-08,Region VII,delivered
  ORD-20316,user316@example.com,SKU-1004,4,2242.98,0.35,2025-10-01,2025-10-09,Region XI,processing
  ORD-20317,user317@example.com,SKU-1013,2,2882.12,0.14,2025-12-23,2025-12-24,Region III,shipped
  ORD-20318,user_at_example.com,SKU-1024,1,1577.26,0.11,2025-12-15,2025-12-23,CAR,shipped
ORD-20319,user319@example.com,SKU-1000,4,-99.0,0.05,2025-02-01,2025-02-07,Region IV-A,delivered
ORD-20320,user320@example.com,SKU-1009,8,768.58,0.17,2025-07-24,2025-07-30,Region IV-A,delivered
ORD-20321,user321@example.com,SKU-1044,5,1616.89,0.34,2025-06-30,,Region III,pending
ORD-20322,user322@example.com,SKU-1006,9,2837.78,0.23,2025-09-06,,CAR,shipped
ORD-20323,user323@example.com,SKU-1045,9,1724.81,,2025-11-19,2025-11-25,CAR,processing
ORD-20324,,SKU-1041,7,1001.31,0.27,2025-08-23,2025-08-28,Region III,delivered
ORD-20325,user325@example.com,SKU-1039,6,1145.55,0.28,2025-09-22,2025-09-19,Region XI,delivered
ORD-20326,user326@example.com,SKU-1027,2,-99.0,0.27,2025-04-19,2025-04-23,Region III,shipped
ORD-20327,user327@example.com,SKU-1011,3,2442.36,0.39,2025-04-09,,Region XI,SHIPPED
ORD-20328,user328@example.com,SKU-1020,5,94.54,1.46,2025-05-14,2025-05-21,Region IV-A,pending
ORD-20329,user329@example.com,SKU-1053,7,-99.0,0.13,2025-09-24,2025-09-27,Region XI,PROCESSING
ORD-20330,user330@example.com,SKU-1051,9,2415.61,1.14,2025-01-17,,Region IV-A,shipped
ORD-20331,user331@example.com,SKU-1009,6,1223.01,0.39,2025-03-02,2025-03-05,Region XI,cancelled
ORD-20332,user332@example.com,SKU-1040,6,597.8,0.15,2025-07-22,2025-07-24,Region III,delivered
ORD-20333,user333@example.com,SKU-1039,9,2974.91,0.1,2025-08-11,2025-08-18,CAR,shipped
ORD-20334,user334@example.com,SKU-1026,8,1295.76,0.38,2025-04-07,,Region III,pending
ORD-20335,user335@example.com,SKU-1026,6,-99.0,0.35,2025-10-22,2025-10-29,Region IV-A,processing
ORD-20336,user336@example.com,SKU-1010,7,0.0,0.26,2025-01-04,2025-01-09,NCR,CANCELLED
ORD-20337,user337@example.com,SKU-1010,6,1024.96,0.01,2025-04-03,2025-04-08,Region XI,cancelled
  ORD-20338,user338@example.com,SKU-1028,9,1009.37,1.61,2025-03-31,2025-04-08,Region VII,pending
ORD-20339,user339@example.com,SKU-1024,3,1358.25,,2025-01-31,2025-02-01,,delivered
ORD-20340,user340@example.com,SKU-1044,8,2538.85,1.22,2025-03-03,2025-03-04,CAR,delivered
ORD-20341,user341@example.com,SKU-1045,5,792.91,0.09,2025-03-18,2025-03-19,Region XI,shipped
ORD-20342,user342@example.com,SKU-1040,3,-99.0,0.23,2025-10-05,,Region VII,cancelled
ORD-20343,user343@example.com,SKU-1008,-2,1614.92,0.34,2025-04-15,2025-04-22,CAR,shipped
  ORD-20344,user344@example.com,SKU-1033,8,181.96,0.02,2025-08-04,2025-08-09,Region III,cancelled
ORD-20345,user345@example.com,SKU-1046,1,1911.48,0.23,2025-02-02,2025-02-05,Region XI,delivered
ORD-20346,user346@example.com,SKU-1047,4,496.56,0.32,2025-02-15,2025-02-21,Region VII,delivered
ORD-20347,user347@example.com,SKU-1042,1,1157.11,0.14,2025-03-06,,Region III,shipped
ORD-20348,user348@example.com,SKU-1044,7,1011.95,,2025-04-07,2025-04-08,Region XI,pending
ORD-20349,user349@example.com,SKU-1049,five,1843.96,0.38,2025-11-27,2025-12-01,,delivered
  ORD-20350,user350@example.com,SKU-1031,1,599.07,,2025-07-25,2025-07-30,CAR,pending
ORD-20351,not-an-email,SKU-1015,2,1995.53,,2025-01-21,,Region IV-A,delivered
ORD-20352,user352@example.com,SKU-1000,6,660.94,0.27,2025-04-07,2025-04-11,Region XI,SHIPPED
ORD-20353,user353@example.com,SKU-1026,8,2757.93,0.07,2025-01-06,2025-01-10,Region VII,processing
ORD-20354,not-an-email,SKU-1008,1,2889.87,0.33,2025-03-12,2025-03-18,Region III,pending
ORD-20355,user355@example.com,SKU-1045,1,868.11,0.17,2025-10-30,2025-11-06,Region VII,CANCELLED
ORD-20356,user356@example.com,SKU-1048,2,0.0,0.35,2025-01-31,,Region XI,SHIPPED
ORD-20357,user357@example.com,SKU-1017,2,819.53,0.21,2025-05-21,2025-05-25,Region III,shipped
ORD-20358,user358@example.com,SKU-1026,2,1418.86,0.35,2025-01-06,2025-01-10,Region VII,cancelled
ORD-20359,user359@example.com,SKU-1049,1,2876.75,0.11,2025-11-26,2025-12-03,NCR,shipped
ORD-20360,user360@example.com,SKU-1030,3,1996.96,,2025-04-19,2025-04-24,Region VII,shipped
ORD-20361,,SKU-1059,2,921.01,0.03,2025-03-10,2025-03-13,,shipped
ORD-20362,user362@example.com,SKU-1007,8,1433.36,0.35,2025-10-10,2025-10-19,,delivered
ORD-20363,user363@example.com,SKU-1058,8,953.28,0.31,2025-04-07,2025-04-15,Region XI,SHIPPED
ORD-20364,user364@example.com,SKU-1025,6,1326.91,1.41,2025-02-28,2025-03-04,NCR,pending
ORD-20365,user365@example.com,SKU-1009,3,2180.82,0.34,2025-02-26,2025-03-06,Region IV-A,delivered
ORD-20366,user366@example.com,SKU-1015,3,103.8,0.39,2025-08-20,2025-08-18,CAR,shipped
ORD-20367,user367@example.com,SKU-1012,3,555.75,0.16,2025-02-26,2025-03-02,CAR,pending
ORD-20368,user368@example.com,SKU-1041,5,2142.1,,2025-05-12,2025-05-16,CAR,delivered
ORD-20369,user369@example.com,SKU-1039,2,2383.62,0.28,2025-01-06,2025-01-14,Region XI,DELIVERED
ORD-20370,user370@example.com,SKU-1058,2,476.0,0.16,2025-02-20,2025-02-25,Region XI,delivered
ORD-20371,user371@example.com,SKU-1054,4,1508.72,,2025-03-02,2025-03-05,NCR,pending
  ORD-20372,user372@example.com,SKU-1003,5,-99.0,1.91,2025-05-11,2025-05-12,Region XI,delivered
ORD-20373,user373@example.com,SKU-1050,9,2553.58,0.36,2025-05-21,2025-05-29,Region IV-A,processing
ORD-20374,user374@example.com,SKU-1007,1,2053.78,0.33,2025-04-12,2025-04-14,NCR,delivered
ORD-20375,user375@example.com,SKU-1053,9,2414.16,0.25,2025-11-23,2025-12-01,Region XI,shipped
ORD-20376,user376@example.com,SKU-1032,5,-99.0,0.19,2025-06-10,2025-06-12,NCR,delivered
ORD-20377,user377@example.com,SKU-1003,7,614.38,0.27,2025-11-11,2025-11-12,Region III,processing
ORD-20378,user378@example.com,SKU-1036,1,916.59,0.07,2025-01-21,2025-01-26,Region VII,processing
ORD-20379,user379@example.com,SKU-1037,6,2283.39,0.13,2025-10-22,2025-10-31,Region VII,CANCELLED
ORD-20380,user380@example.com,SKU-1002,8,206.55,0.3,2025-01-15,2025-01-19,Region XI,shipped
  ORD-20381,user381@example.com,SKU-1006,6,881.12,0.06,2025-01-28,2025-02-02,Region XI,delivered
ORD-20382,user382@example.com,SKU-1051,3,2656.03,0.24,2025-07-30,2025-07-31,Region VII,processing
ORD-20383,user383@example.com,SKU-1052,8,2570.01,0.13,2025-05-12,2025-05-15,Region III,processing
ORD-20384,user384@example.com,SKU-1045,5,2573.36,1.2,2025-05-04,2025-05-13,Region XI,shipped
ORD-20385,user385@example.com,SKU-1031,7,1307.64,0.2,2025-06-09,2025-06-11,CAR,delivered
ORD-20386,user386@example.com,SKU-1023,2,2729.85,0.23,2025-02-27,2025-03-03,Region III,processing
ORD-20387,user387@example.com,SKU-1013,1,1241.66,0.29,2025-04-21,,CAR,cancelled
ORD-20388,user388@example.com,SKU-1012,3,325.95,,2025-12-22,2025-12-30,NCR,cancelled
ORD-20389,user389@example.com,SKU-1044,5,830.11,,2025-12-19,2025-12-20,CAR,processing
ORD-20390,user390@example.com,SKU-1016,5,1373.67,0.04,2025-03-23,2025-04-01,Region XI,shipped
ORD-20391,user391@example.com,SKU-1006,5,866.48,0.2,2025-01-04,2025-01-11,NCR,processing
ORD-20392,user392@example.com,SKU-1032,2,-99.0,0.05,2025-10-19,2025-10-27,Region IV-A,pending
ORD-20393,user393@example.com,SKU-1033,7,725.4,0.32,2025-07-26,2025-08-01,Region III,delivered
ORD-20394,user394@example.com,SKU-1057,7,1503.24,0.31,2025-06-30,2025-07-02,Region III,cancelled
ORD-20395,user395@example.com,SKU-1040,8,902.53,0.17,2025-07-22,2025-07-25,Region IV-A,cancelled
ORD-20396,user396@example.com,SKU-1055,4,1984.14,0.08,2025-04-11,2025-04-13,Region XI,cancelled
ORD-20397,user397@example.com,SKU-1004,8,2422.29,0.18,2025-08-26,2025-09-04,Region VII,delivered
ORD-20398,user398@example.com,SKU-1008,7,714.19,0.22,2025-06-21,2025-06-30,CAR,delivered
ORD-20399,user399@example.com,SKU-1033,5,2193.26,0.38,2025-01-21,2025-01-23,Region III,pending
ORD-20400,user400@example.com,SKU-1028,2,2036.45,0.08,2025-05-19,2025-05-25,NCR,pending
ORD-20401,user401@example.com,SKU-1037,5,1262.93,0.25,2025-10-06,2025-10-10,Region VII,cancelled
ORD-20402,user402@example.com,SKU-1050,5,916.31,0.01,2025-02-27,,CAR,processing
ORD-20403,user403@example.com,SKU-1004,3,1540.09,0.06,2025-05-16,2025-05-17,Region VII,delivered
ORD-20404,user404@example.com,SKU-1000,6,2059.42,0.2,2025-09-01,2025-09-02,Region III,processing
ORD-20405,user405@example.com,SKU-1037,6,2623.9,0.13,2025-01-23,2025-01-27,NCR,processing
ORD-20406,user406@example.com,SKU-1042,9,2432.33,0.13,2025-09-18,2025-09-21,Region XI,shipped
ORD-20407,user407@example.com,SKU-1027,1,1454.81,0.32,2025-12-13,2025-12-16,Region III,pending
ORD-20408,user408@example.com,SKU-1053,2,2871.95,0.23,2025-10-01,,Region III,processing
ORD-20409,user409@example.com,SKU-1020,8,2455.79,0.05,2025-02-25,2025-03-05,NCR,pending
ORD-20410,user410@example.com,SKU-1004,1,1504.95,0.24,2025-05-29,2025-05-30,,delivered
ORD-20411,user411@example.com,SKU-1021,1,840.93,0.38,2025-08-12,2025-08-18,Region XI,processing
ORD-20412,user412@example.com,SKU-1022,1,1225.69,0.11,2025-11-05,2025-11-12,Region IV-A,processing
ORD-20413,user413@example.com,SKU-1019,7,1897.03,0.16,2025-07-01,2025-07-05,CAR,processing
ORD-20414,user414@example.com,SKU-1017,4,0.0,0.28,2025-06-10,,Region XI,CANCELLED
ORD-20415,user415@example.com,SKU-1008,five,264.95,0.38,2025-08-02,2025-08-09,Region XI,delivered
ORD-20416,,SKU-1030,3,2186.81,0.32,2025-09-02,2025-09-04,CAR,delivered
ORD-20417,user417@example.com,SKU-1056,,2951.75,0.3,2025-10-13,2025-10-18,Region IV-A,processing
ORD-20418,user_at_example.com,SKU-1009,2,1429.49,0.38,2025-08-08,2025-08-12,Region IV-A,processing
ORD-20419,user419@example.com,SKU-1036,9,1128.81,0.05,2025-02-14,2025-02-19,Region III,cancelled
ORD-20420,user420@example.com,SKU-1037,6,1711.06,0.3,2025-11-24,2025-12-01,Region III,shipped
ORD-20421,user421@example.com,SKU-1022,4,1457.52,0.15,2025-03-05,2025-03-14,Region XI,processing
  ORD-20422,user422@example.com,SKU-1009,8,1461.12,0.29,2025-01-29,2025-01-30,CAR,shipped
ORD-20423,user423@example.com,SKU-1002,2,2832.57,0.03,2025-09-27,2025-09-25,Region VII,delivered
ORD-20424,user424@example.com,SKU-1008,3,906.82,0.09,2025-06-22,2025-06-24,CAR,cancelled
ORD-20425,user425@example.com,SKU-1030,3,1581.87,0.16,2025-06-28,2025-07-06,Region IV-A,processing
  ORD-20426,user426@example.com,SKU-1024,5,193.77,0.23,2025-12-06,2025-12-09,Region VII,delivered
ORD-20427,user427@example.com,SKU-1001,5,2026.44,0.1,2025-06-12,2025-06-18,Region IV-A,shipped
ORD-20428,user428@example.com,SKU-1014,6,2781.23,0.2,2025-06-07,,Region VII,shipped
ORD-20429,user429@example.com,SKU-1028,3,2470.74,0.36,2025-11-28,,Region XI,delivered
ORD-20430,user430@example.com,SKU-1019,2,565.14,,2025-01-10,2025-01-18,Region IV-A,shipped
ORD-20431,user431@example.com,SKU-1022,5,1818.31,0.0,2025-11-09,2025-11-13,Region IV-A,cancelled
ORD-20432,user432@example.com,SKU-1007,4,0.0,0.31,2025-07-01,2025-07-08,Region VII,pending
ORD-20433,user433@example.com,SKU-1044,4,2932.53,,2025-03-30,2025-04-03,NCR,shipped
ORD-20434,,SKU-1031,5,289.44,0.03,2025-01-10,2025-01-16,Region IV-A,cancelled
ORD-20435,user435@example.com,SKU-1017,5,2371.89,0.1,2025-06-02,2025-06-04,Region XI,pending
ORD-20436,user436@example.com,SKU-1005,9,2526.07,,2025-03-05,2025-03-06,CAR,cancelled
ORD-20437,user437@example.com,SKU-1043,9,2325.15,0.29,2025-06-02,2025-06-06,NCR,pending
ORD-20438,user438@example.com,SKU-1052,2,108.02,0.05,2025-06-22,,Region XI,PROCESSING
ORD-20439,,SKU-1007,4,875.87,0.1,2025-09-13,2025-09-20,Region VII,delivered
ORD-20440,user440@example.com,SKU-1055,1,2404.68,0.26,2025-04-21,2025-04-22,Region XI,cancelled
ORD-20441,user441@example.com,SKU-1024,9,2491.71,0.07,2025-09-10,2025-09-12,Region III,pending
ORD-20442,,SKU-1008,4,693.55,0.03,2025-04-06,,NCR,pending
  ORD-20443,user443@example.com,SKU-1059,2,1746.05,0.05,2025-05-12,2025-05-16,,pending
ORD-20444,user444@example.com,SKU-1007,4,305.6,0.38,2025-10-01,,Region III,cancelled
ORD-20445,user445@example.com,SKU-1052,9,74.63,0.03,2025-06-13,2025-06-20,Region III,pending
ORD-20446,user446@example.com,SKU-1026,2,2247.05,0.06,2025-12-23,2025-12-26,Region VII,pending
ORD-20447,user447@example.com,SKU-1034,1,500.84,,2025-05-22,2025-05-31,Region XI,processing
ORD-20448,user448@example.com,SKU-1056,2,1986.72,0.26,2025-08-30,2025-08-31,CAR,cancelled
ORD-20449,user449@example.com,SKU-1025,3,-99.0,0.15,2025-04-07,,Region III,delivered
  ORD-20450,user450@example.com,SKU-1006,4,1005.61,0.14,2025-08-28,2025-09-03,CAR,processing
ORD-20451,user451@example.com,SKU-1040,7,555.67,0.32,2025-10-01,2025-10-07,NCR,delivered
ORD-20452,user452@example.com,SKU-1027,5,2761.76,0.4,2025-10-26,,Region XI,shipped
ORD-20453,user453@example.com,SKU-1045,,2627.66,0.32,2025-03-03,2025-03-10,Region IV-A,processing
ORD-20454,user454@example.com,SKU-1029,8,-99.0,0.3,2025-03-02,2025-03-11,,PROCESSING
ORD-20455,user455@example.com,SKU-1026,8,2098.23,0.29,2025-08-05,2025-08-13,Region XI,shipped
ORD-20456,user456@example.com,SKU-1042,4,2212.63,1.6,2025-05-28,,Region III,delivered
ORD-20457,user457@example.com,SKU-1058,2,2303.13,0.07,2025-04-23,,Region XI,cancelled
ORD-20458,user458@example.com,SKU-1054,3,2262.79,0.24,2025-12-03,2025-12-09,Region IV-A,shipped
ORD-20459,user459@example.com,SKU-1043,3,2499.36,0.19,2025-05-23,2025-05-25,CAR,processing
ORD-20460,user460@example.com,SKU-1045,7,2937.03,0.38,2025-09-26,2025-09-28,Region III,cancelled
ORD-20461,user461@example.com,SKU-1031,2,2604.83,0.15,2025-11-01,2025-11-07,Region III,shipped
ORD-20462,user462@example.com,SKU-1042,6,188.46,0.0,2025-12-10,2025-12-15,Region IV-A,shipped
ORD-20463,,SKU-1004,4,2313.11,1.14,2025-10-02,2025-10-08,Region IV-A,pending
ORD-20464,user464@example.com,SKU-1054,3,56.05,0.29,2025-05-06,2025-05-11,Region III,shipped
ORD-20465,user465@example.com,SKU-1047,3,1476.38,0.07,2025-05-05,2025-05-08,CAR,processing
ORD-20466,,SKU-1044,1,929.1,0.19,2025-07-24,2025-07-30,CAR,delivered
ORD-20467,user467@example.com,SKU-1057,7,1490.0,0.04,2025-02-21,2025-02-22,Region III,shipped
ORD-20468,user468@example.com,SKU-1010,9,2004.37,0.26,2025-07-01,,CAR,pending
  ORD-20469,user469@example.com,SKU-1019,5,2312.31,0.38,2025-07-17,,Region VII,pending
ORD-20470,user470@example.com,SKU-1035,7,2044.89,0.26,2025-01-29,2025-01-31,NCR,shipped
ORD-20471,user471@example.com,SKU-1007,5,1146.72,0.12,2025-07-31,,Region III,delivered
ORD-20472,user472@example.com,SKU-1000,7,1079.12,0.05,2025-07-03,2025-07-04,Region XI,processing
ORD-20473,user473@example.com,SKU-1009,8,1329.33,0.24,2025-01-13,2025-01-16,NCR,pending
ORD-20474,user474@example.com,SKU-1055,2,2995.51,0.05,2025-08-02,2025-08-09,NCR,shipped
  ORD-20475,user475@example.com,SKU-1006,7,1385.5,0.1,2025-11-21,2025-11-25,Region VII,pending
ORD-20476,user476@example.com,SKU-1022,3,484.22,0.36,2025-08-17,2025-08-21,NCR,pending
ORD-20477,user477@example.com,SKU-1009,2,2751.59,0.02,2025-10-27,2025-10-25,CAR,shipped
ORD-20478,user478@example.com,SKU-1004,6,1610.69,2.0,2025-07-05,2025-07-08,Region XI,DELIVERED
ORD-20479,user479@example.com,SKU-1050,4,1174.1,0.03,2025-05-25,2025-06-03,CAR,processing
ORD-20480,user480@example.com,SKU-1048,1,156.81,0.06,2025-01-26,2025-01-24,NCR,cancelled
ORD-20481,user481@example.com,SKU-1025,1,1704.03,0.32,2025-04-18,2025-04-19,Region VII,shipped
  ORD-20482,user482@example.com,SKU-1010,5,271.83,0.17,2025-02-03,2025-02-08,,cancelled
ORD-20483,user483@example.com,SKU-1014,3,1823.85,0.0,2025-06-14,2025-06-18,Region XI,cancelled
ORD-20484,user484@example.com,SKU-1014,8,992.95,0.11,2025-06-09,2025-06-13,Region III,delivered
ORD-20485,user485@example.com,SKU-1024,1,1265.62,0.12,2025-08-15,2025-08-24,Region VII,delivered
ORD-20486,user486@example.com,SKU-1020,8,2558.98,0.09,2025-06-16,,CAR,cancelled
ORD-20487,,SKU-1041,4,2376.73,0.25,2025-07-08,,Region III,delivered
ORD-20488,user488@example.com,SKU-1044,6,1370.69,0.07,2025-12-31,2026-01-05,CAR,pending
ORD-20489,user489@example.com,SKU-1050,9,2134.57,0.05,2025-02-27,2025-03-07,Region IV-A,shipped
ORD-20490,user490@example.com,SKU-1033,1,910.09,0.1,2025-08-25,2025-08-29,NCR,shipped
ORD-20491,user491@example.com,SKU-1022,1,2363.18,,2025-05-14,2025-05-19,Region XI,delivered
ORD-20492,user492@example.com,SKU-1051,6,1311.4,0.38,2025-11-15,2025-11-19,Region VII,shipped
ORD-20493,user493@example.com,SKU-1031,3,474.98,0.38,2025-05-07,2025-05-09,NCR,pending
ORD-20494,user494@example.com,SKU-1038,1,202.43,0.09,2025-07-02,2025-07-08,CAR,delivered
ORD-20495,,SKU-1008,2,0.0,0.18,2025-11-12,2025-11-13,NCR,delivered
ORD-20496,user496@example.com,SKU-1013,6,1732.31,0.35,2025-07-28,2025-07-29,Region VII,shipped
ORD-20497,user497@example.com,SKU-1059,9,997.3,0.11,2025-01-13,2025-01-21,Region III,cancelled
ORD-20498,user498@example.com,SKU-1052,8,2555.06,0.19,2025-03-05,2025-03-12,Region III,delivered
ORD-20499,not-an-email,SKU-1025,3,1729.29,0.09,2025-11-12,2025-11-14,Region XI,delivered
ORD-20500,user500@example.com,SKU-1012,7,258.08,0.37,2025-09-01,2025-09-07,Region IV-A,delivered
ORD-20501,user501@example.com,SKU-1029,5,1889.87,0.18,2025-08-03,2025-08-05,CAR,cancelled
ORD-20502,user502@example.com,SKU-1047,2,0.0,0.09,2025-11-11,2025-11-14,NCR,shipped
ORD-20503,user503@example.com,SKU-1053,8,423.18,0.35,2025-08-01,2025-08-06,Region III,shipped
ORD-20504,user504@example.com,SKU-1048,5,484.68,0.37,2025-02-28,,Region VII,cancelled
ORD-20505,user505@example.com,SKU-1032,,2022.43,0.28,2025-01-09,,Region XI,delivered
ORD-20506,user_at_example.com,SKU-1006,2,135.99,0.29,2025-04-11,2025-04-18,Region IV-A,shipped
ORD-20507,user507@example.com,SKU-1007,5,757.51,0.36,2025-01-06,2025-01-15,Region VII,delivered
ORD-20508,user508@example.com,SKU-1014,2,1939.3,0.1,2025-12-26,2025-12-28,Region XI,processing
ORD-20509,user509@example.com,SKU-1001,4,332.58,0.07,2025-01-14,2025-01-15,Region VII,cancelled
ORD-20510,user_at_example.com,SKU-1022,9,2849.11,0.24,2025-06-21,2025-06-29,Region IV-A,cancelled
ORD-20511,user511@example.com,SKU-1037,4,1293.59,0.01,2025-05-13,2025-05-18,NCR,pending
ORD-20512,user512@example.com,SKU-1035,2,1149.47,0.34,2025-11-02,2025-11-08,CAR,processing
ORD-20513,not-an-email,SKU-1015,5,2238.89,0.32,2025-06-27,,Region VII,cancelled
ORD-20514,user514@example.com,SKU-1002,7,2436.7,0.01,2025-12-31,2026-01-01,Region XI,cancelled
ORD-20515,user515@example.com,SKU-1031,4,106.6,0.06,2025-01-17,,Region VII,processing
ORD-20516,user516@example.com,SKU-1033,3,1375.58,0.25,2025-12-18,2025-12-26,Region VII,processing
ORD-20517,user517@example.com,SKU-1005,4,1245.7,0.28,2025-06-22,2025-06-23,CAR,cancelled
ORD-20518,user518@example.com,SKU-1047,7,224.83,,2025-01-12,2025-01-17,CAR,delivered
ORD-20519,user519@example.com,SKU-1002,1,365.81,0.38,2025-12-03,,Region XI,delivered
ORD-20520,user520@example.com,SKU-1058,1,883.44,0.12,2025-09-02,,CAR,processing
ORD-20521,user521@example.com,SKU-1021,4,1504.26,,2025-03-04,2025-03-09,Region III,shipped
ORD-20522,not-an-email,SKU-1047,3,948.85,0.26,2025-11-08,2025-11-15,Region IV-A,shipped
ORD-20523,user523@example.com,SKU-1041,5,64.93,0.38,2025-09-12,2025-09-14,Region XI,shipped
ORD-20524,user_at_example.com,SKU-1042,-2,1357.52,0.22,2025-12-10,2025-12-16,Region IV-A,PROCESSING
